Institutions,Discipline,Cluster
SHANDONG NORMAL UNIVERSITY,merged_all,1
UNIVERSITY OF EXETER,merged_all,1
FLORIDA INSTITUTE OF TECHNOLOGY,merged_all,1
UNIVERSITY OF BIALYSTOK,merged_all,1
BRANDENBURG UNIVERSITY OF TECHNOLOGY COTTBUS,merged_all,1
UNIVERSITY OF PUERTO RICO,merged_all,1
LAPPEENRANTA-LAHTI UNIVERSITY OF TECHNOLOGY LUT,merged_all,1
BRUNEL UNIVERSITY,merged_all,1
KING KHALID UNIVERSITY,merged_all,1
MANHATTAN UNIVERSITY,merged_all,1
FRAUNHOFER GESELLSCHAFT,merged_all,1
CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA (CONACYT),merged_all,1
IZMIR INSTITUTE OF TECHNOLOGY,merged_all,1
COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA,merged_all,1
CUKUROVA UNIVERSITY,merged_all,1
UNIVERSITE DE HAUTE-ALSACE (UHA),merged_all,1
HERIOT WATT UNIVERSITY,merged_all,1
INDIAN INSTITUTE OF SCIENCE EDUCATION & RESEARCH (IISER) - THIRUVANANTHAPURAM,merged_all,1
MARMARA UNIVERSITY,merged_all,1
INSTITUT D'ESTUDIS ESPACIALS DE CATALUNYA (IEEC),merged_all,1
URAL FEDERAL UNIVERSITY,merged_all,1
UNIVERSITE DE LILLE,merged_all,1
UNIV BOURGOGNE FRANCHE-COMTE COMUE,merged_all,1
SMITHSONIAN INSTITUTION,merged_all,1
EGO,merged_all,1
BEIJING JIAOTONG UNIVERSITY,merged_all,1
NICOLAUS COPERNICUS ASTRONOMICAL CENTER OF THE POLISH ACADEMY OF SCIENCES,merged_all,1
UNIVERSITY OF TEHRAN,merged_all,1
ITALIAN NATIONAL AGENCY NEW TECHNICAL ENERGY & SUSTAINABLE ECONOMICS DEVELOPMENT,merged_all,1
TRANSYLVANIA UNIVERSITY OF BRASOV,merged_all,1
NORDIC INSTITUTE FOR THEORETICAL PHYSICS,merged_all,1
ISTITUTO OFFICINA DEI MATERIALI (IOM-CNR),merged_all,1
NASA JET PROPULSION LABORATORY (JPL),merged_all,1
EGYPTIAN ACADEMY OF SCIENTIFIC RESEARCH & TECHNOLOGY (ASRT),merged_all,1
ADIYAMAN UNIVERSITY,merged_all,1
LPTPM,merged_all,1
UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,merged_all,1
KAFKAS UNIVERSITY,merged_all,1
INTERUNIVERSITY MICROELECTRONICS CENTRE,merged_all,1
BEN-GURION UNIVERSITY OF THE NEGEV,merged_all,1
COLORADO SCHOOL OF MINES,merged_all,1
GUGLIELMO MARCONI UNIVERSITY,merged_all,1
LINKOPING UNIVERSITY,merged_all,1
BRITISH UNIVERSITY IN EGYPT,merged_all,1
UNIVERSIDAD IBEROAMERICANA CIUDAD DE MEXICO,merged_all,1
SOUTHWEST UNIVERSITY - CHINA,merged_all,1
BAHCESEHIR UNIVERSITY,merged_all,1
UNIVERSITY OF LEEDS,merged_all,1
BABES BOLYAI UNIVERSITY FROM CLUJ,merged_all,1
NINGBO UNIVERSITY,merged_all,1
EGYPTIAN NETWORK OF HIGH ENERGY PHYSICS (ENHEP),merged_all,1
SOUTHWEST JIAOTONG UNIVERSITY,merged_all,1
UK ATOMIC ENERGY AUTHORITY,merged_all,1
OCHANOMIZU UNIVERSITY,merged_all,1
CALIFORNIA STATE UNIVERSITY LOS ANGELES,merged_all,1
HARBIN ENGINEERING UNIVERSITY,merged_all,1
TRINITY COLLEGE DUBLIN,merged_all,1
UNIVERSITY OF PUERTO RICO MAYAGUEZ,merged_all,1
RENSSELAER POLYTECHNIC INSTITUTE,merged_all,1
OSAKA METROPOLITAN UNIVERSITY,merged_all,1
UNIVERSIDADE DE AVEIRO,merged_all,1
UNIVERSITY OF ZAGREB,merged_all,1
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),merged_all,1
BEIJING UNIVERSITY OF TECHNOLOGY,merged_all,1
CAIRO UNIVERSITY,merged_all,1
UNIVERSIDAD NACIONAL DE COLOMBIA,merged_all,1
UNIV CONFEDERALE LEONARD DE VINCI,merged_all,1
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,merged_all,1
ULM UNIVERSITY,merged_all,1
DIAMOND LIGHT SOURCE,merged_all,1
ISTITUTO DEI SISTEMI COMPLESSI (ISC-CNR),merged_all,1
NORTHEASTERN UNIVERSITY - CHINA,merged_all,1
ALPHABET INC.,merged_all,1
KOREA INSTITUTE FOR ADVANCED STUDY (KIAS),merged_all,1
RENMIN UNIVERSITY OF CHINA,merged_all,1
GRADUATE UNIVERSITY FOR ADVANCED STUDIES - JAPAN,merged_all,1
"CHANGCHUN INSTITUTE OF APPLIED CHEMISTRY, CAS",merged_all,1
UNIVERSITY OF TECHNOLOGY SYDNEY,merged_all,1
EUROPEAN SYNCHROTRON RADIATION FACILITY (ESRF),merged_all,1
CULHAM SCIENCE CENTRE,merged_all,1
"CHANGCHUN INSTITUTE OF OPTICS, FINE MECHANICS & PHYSICS, CAS",merged_all,1
IMT ATLANTIQUE,merged_all,1
FUZHOU UNIVERSITY,merged_all,1
KEIO UNIVERSITY,merged_all,1
INJE UNIVERSITY,merged_all,1
NATIONAL CENTER OF PARTICLES & HIGH ENERGY PHYSICS - BELARUS,merged_all,1
BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,merged_all,1
"SHANGHAI INSTITUTE OF MICROSYSTEM & INFORMATION TECHNOLOGY, CAS",merged_all,1
PIRI REIS UNIVERSITY,merged_all,1
ISTANBUL UNIVERSITY,merged_all,1
STFC DARESBURY LABORATORY,merged_all,1
MIMAR SINAN GUZEL SANATLAR UNIVERSITY,merged_all,1
MERSIN UNIVERSITY,merged_all,1
UNIVERSITY RUHUNA,merged_all,1
ECOLE NORMALE SUPERIEURE DE LYON (ENS DE LYON),merged_all,1
GOOGLE INCORPORATED,merged_all,1
UNIVERSITY OF LIEGE,merged_all,1
UNIVERSITY OF SEVILLA,merged_all,1
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,merged_all,1
UNIVERSITY OF MONS,merged_all,1
NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU),merged_all,1
INSTITUTE OF MATHEMATICS OF THE POLISH ACADEMY OF SCIENCES,merged_all,1
UNIVERSITY OF KWAZULU NATAL,merged_all,1
HENAN NORMAL UNIVERSITY,merged_all,1
CTR STUDI & RIC ENRICO FERMI,merged_all,1
INSTITUTE FOR SCINTILLATION MATERIALS OF THE NATIONAL ACADEMY OF SCIENCES OF UKRAINE,merged_all,1
CHINA INSTITUTE OF ATOMIC ENERGY,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KANPUR,merged_all,1
KOREA INSTITUTE OF SCIENCE & TECHNOLOGY (KIST),merged_all,1
AMES NATIONAL LABORATORY,merged_all,1
UNIVERSITY OF WASHINGTON BOTHELL,merged_all,1
ANHUI UNIVERSITY,merged_all,1
UNIVERSITE FEDERALE TOULOUSE MIDI-PYRENEES (COMUE),merged_all,1
UNIVERSITY OF SURREY,merged_all,1
NUCLEAR PHYSICS INSTITUTE OF THE CZECH ACADEMY OF SCIENCES,merged_all,1
FRAUNHOFER GERMANY,merged_all,1
UNIVERSITY OF DUISBURG ESSEN,merged_all,1
"NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING, CAS",merged_all,1
HILLSDALE COLLEGE,merged_all,7
BELLEVUE COLL,merged_all,1
SHAANXI NORMAL UNIVERSITY,merged_all,1
A*STAR - INSTITUTE OF MATERIALS RESEARCH & ENGINEERING (IMRE),merged_all,1
INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD),merged_all,1
KOREA ASTRONOMY & SPACE SCIENCE INSTITUTE (KASI),merged_all,1
BAR ILAN UNIVERSITY,merged_all,1
UNIVERSIDAD POLITECNICA DE MADRID,merged_all,1
CSIC - INSTITUTO DE CIENCIAS DEL ESPACIO (ICE),merged_all,1
SMITHSONIAN ASTROPHYSICAL OBSERVATORY,merged_all,1
UNIVERSITA DI MODENA E REGGIO EMILIA,merged_all,1
UNIVERSITY OF SOUTHERN DENMARK,merged_all,1
LEIPZIG UNIVERSITY,merged_all,1
SINGAPORE UNIVERSITY OF TECHNOLOGY & DESIGN,merged_all,1
INSTITUTE FOR NUCLEAR RESEARCH OF NASU,merged_all,1
UNIV LYON,merged_all,1
MICROSOFT,merged_all,1
UNIVERSITY OF ZARAGOZA,merged_all,1
OZYEGIN UNIVERSITY,merged_all,1
UNIVERSITY OF QUEBEC,merged_all,1
PHYSIKALISCH-TECHNISCHE BUNDESANSTALT (PTB),merged_all,1
CHINA UNIVERSITY OF GEOSCIENCES,merged_all,1
CATHOLIC UNIVERSITY OF AMERICA,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - GUWAHATI,merged_all,1
VARIABLE ENERGY CYCLOTRON CENTRE,merged_all,1
HELLENIC OPEN UNIVERSITY,merged_all,1
HEFEI UNIVERSITY OF TECHNOLOGY,merged_all,1
CASE WESTERN RESERVE UNIVERSITY,merged_all,1
GUANGXI UNIVERSITY,merged_all,1
ERZINCAN BINALI YILDIRIM UNIVERSITY,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - BHUBANESWAR,merged_all,1
INSTITUT LAUE-LANGEVIN (ILL),merged_all,1
INSTITUTO DE ASTROFISICA DE CANARIAS,merged_all,1
UNIVERSITY OF WOLLONGONG,merged_all,1
RIGA TECHNICAL UNIVERSITY,merged_all,1
"SHANGHAI INSTITUTE OF CERAMICS, CAS",merged_all,1
INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA,merged_all,1
HSE UNIVERSITY (NATIONAL RESEARCH UNIVERSITY HIGHER SCHOOL OF ECONOMICS),merged_all,1
EWHA WOMANS UNIVERSITY,merged_all,1
NORTH CHINA ELECTRIC POWER UNIVERSITY,merged_all,1
UNIVERSITY OF KENTUCKY,merged_all,1
HACETTEPE UNIVERSITY,merged_all,1
NATIONAL RESEARCH FOUNDATION - SOUTH AFRICA,merged_all,1
TON DUC THANG UNIVERSITY,merged_all,1
DONOSTIA INT PHYS CTR,merged_all,1
NATIONAL INSTITUTES FOR QUANTUM SCIENCE & TECHNOLOGY,merged_all,1
CSIC - INSTITUTO DE CIENCIA DE MATERIALES DE MADRID (ICMM),merged_all,1
UNIVERSIDAD SAN FRANCISCO DE QUITO,merged_all,1
EUROPEAN THEORETICAL SPECTROSCOPY FACILITY (ETSF),merged_all,1
"V. M. GLUSHKOV INSTITUTE OF CYBERNETICS, NATIONAL ACADEMY OF SCIENCES OF UKRAINE",merged_all,1
"SHANGHAI INSTITUTE OF TECHNICAL PHYSICS, CAS",merged_all,1
ZHEJIANG UNIVERSITY OF TECHNOLOGY,merged_all,1
ALEXANDRU IOAN CUZA UNIVERSITY,merged_all,1
INHA UNIVERSITY,merged_all,1
CHINA UNIVERSITY OF MINING & TECHNOLOGY,merged_all,1
NANCHANG UNIVERSITY,merged_all,1
KONKUK UNIVERSITY,merged_all,1
NORMANDIE UNIV,merged_all,1
INSTITUTE OF APPLIED PHYSICS & COMPUTATIONAL MATHEMATICS - CHINA,merged_all,1
UNIVERSITY OF WROCLAW,merged_all,1
UNIVERSITY OF SHERBROOKE,merged_all,1
TAIBAH UNIVERSITY,merged_all,1
FAYOUM UNIVERSITY,merged_all,1
HAMPTON UNIVERSITY,merged_all,1
SKOLKOVO INSTITUTE OF SCIENCE & TECHNOLOGY,merged_all,1
TOKAT GAZIOSMANPASA UNIVERSITY,merged_all,1
PROKHOROV GENERAL PHYSICS INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES,merged_all,1
HARVARD UNIVERSITY MEDICAL AFFILIATES,merged_all,1
CALIFORNIA STATE UNIVERSITY SACRAMENTO,merged_all,1
KENT STATE UNIVERSITY,merged_all,1
KENT STATE UNIVERSITY KENT,merged_all,1
KENT STATE UNIVERSITY SALEM,merged_all,1
YANGZHOU UNIVERSITY,merged_all,1
CHINA UNIVERSITY OF PETROLEUM,merged_all,1
UNIVERSITY OF BATH,merged_all,1
ZHEJIANG NORMAL UNIVERSITY,merged_all,1
POLYTECHNIQUE MONTREAL,merged_all,1
FONDAZIONE BRUNO KESSLER,merged_all,1
"ISTITUTO SUPERCONDUTTORI, MATERIALI E DISPOSITIVI INNOVATIVI (SPIN-CNR)",merged_all,1
NATIONAL RESEARCH COUNCIL CANADA,merged_all,1
ITER,merged_all,1
COUNCIL FOR SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - SOUTH AFRICA,merged_all,1
UNITED STATES AIR FORCE,merged_all,1
CENTER FOR NANOPHASE MATERIALS SCIENCES,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - DELHI,merged_all,1
BOGOLYUBOV INSTITUTE FOR THEORETICAL PHYSICS,merged_all,1
ALIGARH MUSLIM UNIVERSITY,merged_all,1
UNIVERSITY OF KONSTANZ,merged_all,1
AGENSI NUKLEAR MALAYSIA,merged_all,1
CANKAYA UNIVERSITY,merged_all,1
GIRESUN UNIVERSITY,merged_all,1
INSTITUTE FOR INTEGRATIVE NANOSCIENCES (IIN),merged_all,1
UNIVERSITY OF JINAN,merged_all,1
MAX BORN INSTITUTE FOR NONLINEAR OPTICS & SHORT TERM SPECTROSCOPY,merged_all,1
QINGDAO UNIVERSITY,merged_all,1
HENAN UNIVERSITY,merged_all,1
DIPC,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - INDORE,merged_all,1
UNIVERSITY OF AEGEAN,merged_all,1
ITHEMBA LABS,merged_all,1
UNIVERSITY OF MARIBOR,merged_all,1
LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,merged_all,1
CTR SCI MONACO,merged_all,1
UNIVERSITY OF TABUK,merged_all,1
GUANGDONG UNIVERSITY OF TECHNOLOGY,merged_all,1
THALES GROUP,merged_all,1
UNIVERSITY COLLEGE CORK,merged_all,1
SHARIF UNIVERSITY OF TECHNOLOGY,merged_all,1
CHINA MEDICAL UNIVERSITY TAIWAN,merged_all,1
RUSSIAN QUANTUM CENTER,merged_all,1
UNIVERSITY OF ARKANSAS SYSTEM,merged_all,1
NORTHWEST UNIVERSITY XI'AN,merged_all,1
UNIVERSITY OF ARKANSAS FAYETTEVILLE,merged_all,1
UNIVERSITY OF PADERBORN,merged_all,1
HARVARD MEDICAL SCHOOL,merged_all,1
TAIYUAN UNIVERSITY OF TECHNOLOGY,merged_all,1
UNIVERSITY OF CRETE,merged_all,1
TOKYO UNIVERSITY OF SCIENCE,merged_all,1
"NTT, INC",merged_all,1
HANGZHOU NORMAL UNIVERSITY,merged_all,1
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KHARAGPUR,merged_all,1
MCMASTER UNIVERSITY,merged_all,1
DREXEL UNIVERSITY,merged_all,1
UNIVERSIDAD CARLOS III DE MADRID,merged_all,1
ADAM MICKIEWICZ UNIVERSITY,merged_all,1
CSIC - INSTITUTO DE MICROELECTRONICA DE BARCELONA (IMB-CNM),merged_all,1
UNIVERSITE DE TECHNOLOGIE DE BELFORT-MONTBELIARD (UTBM),merged_all,1
COMISION NACIONAL DE ENERGIA ATOMICA (CNEA),merged_all,1
HEINRICH HEINE UNIVERSITY DUSSELDORF,merged_all,1
"DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS",merged_all,1
TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,merged_all,1
UNIVERSITY OF JAMMU,merged_all,1
YILDIZ TECHNICAL UNIVERSITY,merged_all,1
GWANGJU INSTITUTE OF SCIENCE & TECHNOLOGY (GIST),merged_all,1
LAB NAZL FRASCATI,merged_all,1
SWISS FEDERAL LABORATORIES FOR MATERIALS SCIENCE & TECHNOLOGY (EMPA),merged_all,1
CHINESE ACADEMY OF SCIENCES,merged_all,4
UNIVERSITY OF CALIFORNIA SYSTEM,merged_all,0
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),merged_all,0
UNITED STATES DEPARTMENT OF AGRICULTURE (USDA),merged_all,0
INRAE,merged_all,0
CHINESE ACADEMY OF AGRICULTURAL SCIENCES,merged_all,0
CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC),merged_all,0
"UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS",merged_all,0
STATE UNIVERSITY SYSTEM OF FLORIDA,merged_all,0
EGYPTIAN KNOWLEDGE BANK (EKB),merged_all,0
NANJING AGRICULTURAL UNIVERSITY,merged_all,5
UNIVERSITY OF CALIFORNIA DAVIS,merged_all,5
MAX PLANCK SOCIETY,merged_all,5
WAGENINGEN UNIVERSITY & RESEARCH,merged_all,5
UNIVERSITY OF FLORIDA,merged_all,5
CHINA AGRICULTURAL UNIVERSITY,merged_all,5
CORNELL UNIVERSITY,merged_all,5
HUAZHONG AGRICULTURAL UNIVERSITY,merged_all,5
UK RESEARCH & INNOVATION (UKRI),merged_all,5
UNIVERSIDADE DE SAO PAULO,merged_all,5
NORTHWEST A&F UNIVERSITY - CHINA,merged_all,5
GHENT UNIVERSITY,merged_all,5
CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET),merged_all,5
INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD),merged_all,5
COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO),merged_all,5
BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),merged_all,5
SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES,merged_all,5
UNIVERSITY SYSTEM OF GEORGIA,merged_all,5
UNIVERSITY OF WESTERN AUSTRALIA,merged_all,5
ZHEJIANG UNIVERSITY,merged_all,5
INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR),merged_all,5
UNIVERSITE DE MONTPELLIER,merged_all,5
UNIVERSITY OF COPENHAGEN,merged_all,5
UNIV BRETAGNE LOIRE,merged_all,5
HELMHOLTZ ASSOCIATION,merged_all,5
RUSSIAN ACADEMY OF SCIENCES,merged_all,5
MICHIGAN STATE UNIVERSITY,merged_all,5
UNIVERSITY SYSTEM OF OHIO,merged_all,5
UNIVERSITY OF MINNESOTA SYSTEM,merged_all,5
UNIVERSITY OF GEORGIA,merged_all,5
CGIAR,merged_all,5
SMITHSONIAN INSTITUTION,merged_all,5
UNIVERSITE PARIS SACLAY,merged_all,5
UNIVERSITY OF BRITISH COLUMBIA,merged_all,5
UNIVERSITY OF MINNESOTA TWIN CITIES,merged_all,5
CZECH ACADEMY OF SCIENCES,merged_all,5
CONSIGLIO NAZIONALE DELLE RICERCHE (CNR),merged_all,5
UNIVERSITY OF QUEENSLAND,merged_all,5
NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA,merged_all,5
UNITED STATES DEPARTMENT OF ENERGY (DOE),merged_all,5
TEXAS A&M UNIVERSITY SYSTEM,merged_all,5
CNRS - INSTITUTE OF ECOLOGY & ENVIRONMENT (INEE),merged_all,5
UNITED STATES DEPARTMENT OF THE INTERIOR,merged_all,5
UNIVERSITY OF WISCONSIN SYSTEM,merged_all,5
UNIVERSITY OF LONDON,merged_all,5
SOUTH CHINA AGRICULTURAL UNIVERSITY,merged_all,5
SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN,merged_all,5
NORTH CAROLINA STATE UNIVERSITY,merged_all,5
INSTITUT AGRO,merged_all,5
UNIVERSITY OF ILLINOIS SYSTEM,merged_all,5
OREGON STATE UNIVERSITY,merged_all,5
UNIVERSIDADE ESTADUAL PAULISTA,merged_all,5
LEIBNIZ ASSOCIATION,merged_all,5
UNIVERSITY OF CALIFORNIA BERKELEY,merged_all,5
SORBONNE UNIVERSITE,merged_all,5
TEXAS A&M UNIVERSITY COLLEGE STATION,merged_all,5
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,merged_all,5
PURDUE UNIVERSITY SYSTEM,merged_all,5
UNIVERSITY OF WISCONSIN MADISON,merged_all,5
PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE),merged_all,5
PURDUE UNIVERSITY,merged_all,5
UNIVERSITY OF MELBOURNE,merged_all,5
KING SAUD UNIVERSITY,merged_all,5
UTRECHT UNIVERSITY,merged_all,5
UNIVERSITY OF ZURICH,merged_all,5
IOWA STATE UNIVERSITY,merged_all,5
UNITED STATES FOREST SERVICE,merged_all,5
UNIVERSITY OF HELSINKI,merged_all,5
UNIVERSITY OF CAMBRIDGE,merged_all,5
UNITED STATES GEOLOGICAL SURVEY,merged_all,5
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,merged_all,5
UNIVERSITY OF TASMANIA,merged_all,5
UNIVERSITY OF OXFORD,merged_all,5
CIRAD,merged_all,5
"INSTITUTE OF GENETICS & DEVELOPMENTAL BIOLOGY, CAS",merged_all,5
UNIVERSITY OF TOKYO,merged_all,5
UNIVERSITY OF WASHINGTON,merged_all,5
FUJIAN AGRICULTURE & FORESTRY UNIVERSITY,merged_all,5
UNIVERSITY OF GUELPH,merged_all,5
SHANDONG AGRICULTURAL UNIVERSITY,merged_all,5
UNIVERSITY OF MISSOURI SYSTEM,merged_all,5
UNIVERSITY OF SYDNEY,merged_all,5
UNIVERSITY OF WASHINGTON SEATTLE,merged_all,5
AARHUS UNIVERSITY,merged_all,5
PENNSYLVANIA STATE UNIVERSITY,merged_all,5
COLORADO STATE UNIVERSITY SYSTEM,merged_all,5
COLORADO STATE UNIVERSITY FORT COLLINS,merged_all,5
AUSTRALIAN NATIONAL UNIVERSITY,merged_all,1
BEIJING FORESTRY UNIVERSITY,merged_all,5
UNIVERSITY OF PRETORIA,merged_all,5
SICHUAN AGRICULTURAL UNIVERSITY,merged_all,5
PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK,merged_all,5
"KUNMING INSTITUTE OF BOTANY, CAS",merged_all,5
POLISH ACADEMY OF SCIENCES,merged_all,5
AGROPARISTECH,merged_all,1
UNIVERSITE PSL,merged_all,5
AGRICULTURE & AGRI FOOD CANADA,merged_all,5
OHIO STATE UNIVERSITY,merged_all,5
UNIVERSITY OF MISSOURI COLUMBIA,merged_all,5
EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA (EMBRAPA),merged_all,5
UNIVERSITY OF ADELAIDE,merged_all,1
UNIVERSIDADE DE LISBOA,merged_all,5
UNIVERSITE DE TOULOUSE,merged_all,1
UNIVERSITY OF EDINBURGH,merged_all,5
WASHINGTON STATE UNIVERSITY,merged_all,1
UNIVERSITY OF GOTTINGEN,merged_all,1
JAMES COOK UNIVERSITY,merged_all,1
JOHN INNES CENTER,merged_all,1
MUSEUM NATIONAL D'HISTOIRE NATURELLE (MNHN),merged_all,5
UNIVERSITY SYSTEM OF MARYLAND,merged_all,1
UNIVERSITY OF NORTH CAROLINA,merged_all,1
KYOTO UNIVERSITY,merged_all,5
UNIVERSITY OF TEXAS SYSTEM,merged_all,1
AUTONOMOUS UNIVERSITY OF BARCELONA,merged_all,1
KANSAS STATE UNIVERSITY,merged_all,1
UNIVERSITY OF CALIFORNIA RIVERSIDE,merged_all,1
UNIVERSIDADE FEDERAL DE VICOSA,merged_all,5
RIKEN,merged_all,1
UNIVERSITY OF EXETER,merged_all,1
HARVARD UNIVERSITY,merged_all,1
UNIVERSITY OF TURIN,merged_all,1
ECOLE PRATIQUE DES HAUTES ETUDES (EPHE),merged_all,1
"INSTITUTE OF BOTANY, CAS",merged_all,1
UNIVERSITY OF AGRICULTURE FAISALABAD,merged_all,5
CHINESE ACADEMY OF FISHERY SCIENCES,merged_all,1
DUKE UNIVERSITY,merged_all,1
UNIVERSITY OF PADUA,merged_all,1
"ROYAL BOTANIC GARDENS, KEW",merged_all,1
UNIVERSITY OF BARCELONA,merged_all,1
YANGZHOU UNIVERSITY,merged_all,5
UNIVERSITY OF TENNESSEE SYSTEM,merged_all,1
CALIFORNIA STATE UNIVERSITY SYSTEM,merged_all,1
"INSTITUTE OF CROP SCIENCES, CAAS",merged_all,1
IFREMER,merged_all,1
UNIVERSIDADE DO PORTO,merged_all,1
SMITHSONIAN NATIONAL MUSEUM OF NATURAL HISTORY,merged_all,1
MONTPELLIER SUPAGRO,merged_all,1
UNIVERSITY OF ALBERTA,merged_all,1
UNIVERSITY OF CALIFORNIA SAN DIEGO,merged_all,1
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,merged_all,1
"CENTER FOR EXCELLENCE IN MOLECULAR PLANT SCIENCES, CAS",merged_all,1
ETH ZURICH,merged_all,1
UNIVERSITY OF TORONTO,merged_all,1
UNIVERSITY OF BERN,merged_all,1
UNIVERSITY OF TENNESSEE KNOXVILLE,merged_all,1
TECHNICAL UNIVERSITY OF DENMARK,merged_all,1
OCEAN UNIVERSITY OF CHINA,merged_all,1
FREE UNIVERSITY OF BERLIN,merged_all,1
COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA,merged_all,1
UNIVERSITY OF NOTTINGHAM,merged_all,1
SEOUL NATIONAL UNIVERSITY (SNU),merged_all,1
UNIVERSITY OF ARIZONA,merged_all,1
UNIVERSITY OF VIENNA,merged_all,1
LAOSHAN LABORATORY,merged_all,1
UNIVERSITY OF MILAN,merged_all,1
MINIST AGR,merged_all,1
UNIVERSITY OF MUNICH,merged_all,1
UNIVERSITY OF NEBRASKA SYSTEM,merged_all,1
SOUTHWEST UNIVERSITY - CHINA,merged_all,1
UNIVERSITY OF NAPLES FEDERICO II,merged_all,1
CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB),merged_all,1
FLANDERS INSTITUTE FOR BIOTECHNOLOGY (VIB),merged_all,1
UNIVERSITY OF BRISTOL,merged_all,1
MURDOCH UNIVERSITY,merged_all,1
UNIVERSITE TOULOUSE III - PAUL SABATIER,merged_all,1
CHINESE ACADEMY OF FORESTRY,merged_all,1
BOKU UNIVERSITY,merged_all,1
TECHNICAL UNIVERSITY OF MUNICH,merged_all,1
UNIVERSITY OF BOLOGNA,merged_all,1
STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM,merged_all,1
SUN YAT SEN UNIVERSITY,merged_all,1
UNIVERSITY OF MASSACHUSETTS SYSTEM,merged_all,1
UNIVERSITE PARIS CITE,merged_all,1
CHIANG MAI UNIVERSITY,merged_all,1
NANJING FORESTRY UNIVERSITY,merged_all,1
MACQUARIE UNIVERSITY,merged_all,1
AUBURN UNIVERSITY,merged_all,1
AUBURN UNIVERSITY SYSTEM,merged_all,1
MAE FAH LUANG UNIVERSITY,merged_all,1
UNIVERSITY OF NEBRASKA LINCOLN,merged_all,1
STANFORD UNIVERSITY,merged_all,1
HUNAN AGRICULTURAL UNIVERSITY,merged_all,1
UNIVERSITY OF FREIBURG,merged_all,1
CHARLES UNIVERSITY PRAGUE,merged_all,1
UNIVERSITY OF BONN,merged_all,1
HOKKAIDO UNIVERSITY,merged_all,1
UNIV LYON COMUE,merged_all,1
"SWISS FEDERAL INSTITUTE FOR FOREST, SNOW & LANDSCAPE RESEARCH",merged_all,1
UNIVERSITY OF SASKATCHEWAN,merged_all,1
UNIVERSITY OF HAWAII SYSTEM,merged_all,1
UNIVERSITY OF MARYLAND COLLEGE PARK,merged_all,1
UNIVERSITY OF AMSTERDAM,merged_all,1
UNIVERSITY OF PISA,merged_all,1
DEPARTMENT OF BIOTECHNOLOGY (DBT) INDIA,merged_all,1
NATURAL HISTORY MUSEUM LONDON,merged_all,1
UNIVERSITY OF MICHIGAN SYSTEM,merged_all,1
UNIVERSITY OF MICHIGAN,merged_all,1
